clrmamepro (
	rom ( name 1943kai.03 size 65536 crc 475a6ac5 )
	rom ( name 1943kai.04 size 32768 crc 884a8692 )
	rom ( name 1943kai.05 size 32768 crc 25f37957 )
	rom ( name 1943kai.06 size 32768 crc 5f7e38b3 )
	rom ( name 1943kai.07 size 32768 crc ff3751fd )
	rom ( name 1943kai.08 size 32768 crc 159d51bd )
	rom ( name 1943kai.09 size 32768 crc 8683e3d2 )
	rom ( name 1943kai.10 size 32768 crc 1e0d9571 )
	rom ( name 1943kai.11 size 32768 crc f1fc5ee1 )
	rom ( name 1943kai.12 size 32768 crc 0f50c001 )
	rom ( name 1943kai.13 size 32768 crc fd1acf8e )
	rom ( name 1943kai.14 size 32768 crc cf0f5a53 )
	rom ( name 1943kai.16 size 32768 crc 9416fe0d )
	rom ( name 1943kai.17 size 32768 crc 3d5acab9 )
	rom ( name 1943kai.18 size 32768 crc 7b62da1d )
	rom ( name 1943kai.20 size 32768 crc b90364c1 )
	rom ( name 1943kai.21 size 32768 crc 8c7fe74a )
	rom ( name 1943kai.22 size 32768 crc d5ef8a0e )
	rom ( name 1943kai.23 size 32768 crc 17f77ef9 )
	rom ( name 1943kai.24 size 32768 crc bf186ef2 )
	rom ( name 1943kai.25 size 32768 crc a755faf1 )
	rom ( name bmk01.bin size 256 crc e001ea33 )
	rom ( name bmk02.bin size 256 crc af34d91a )
	rom ( name bmk03.bin size 256 crc 43e9f6ef )
	rom ( name bmk05.bin size 256 crc 41878934 )
	rom ( name bmk07.bin size 256 crc 76307f8d )
	rom ( name bmk08.bin size 256 crc dad17e2d )
	rom ( name bmk09.bin size 256 crc 59ea57c0 )
	rom ( name bmk10.bin size 256 crc de44b748 )
	rom ( name bmk11.bin size 256 crc 87a8854e )
	rom ( name bmk12.bin size 256 crc 8765f8b0 )
)

game (
	name 2020bb
	description "2020bb"
	rom ( name 2020_c1.rom size 1048576 crc 4f5e19bd )
	rom ( name 2020_c2.rom size 1048576 crc d6314bf0 )
	rom ( name 2020_c3.rom size 524288 crc 6a87ae30 )
	rom ( name 2020_c4.rom size 524288 crc bef75dd0 )
	rom ( name 2020_m1.rom size 131072 crc 4cf466ec )
	rom ( name 2020_p1.rom size 524288 crc d396c9cb )
	rom ( name 2020_s1.rom size 131072 crc 7015b8fc )
	rom ( name 2020_v1.rom size 1048576 crc d4ca364e )
	rom ( name 2020_v2.rom size 1048576 crc 54994455 )
)

game (
	name 2020bbh
	description "2020bbh"
	rom ( name 2020h_p1.rom size 524288 crc 12d048d7 )
)

game (
	name 280zzzap
	description "280zzzap"
	rom ( name zzzapc size 1024 crc 6e85aeaf )
	rom ( name zzzapd size 1024 crc 4c240ee1 )
	rom ( name zzzape size 1024 crc 472493d6 )
	rom ( name zzzapf size 1024 crc adc6ede1 )
	rom ( name zzzapg size 1024 crc 9639bc6b )
	rom ( name zzzaph size 1024 crc 1fa86e1c )
)

game (
	name 3countb
	description "3countb"
	rom ( name 3cb_s1.rom size 131072 crc c362d484 )
	rom ( name 3cb_c3.rom size 2097152 crc bcc0cb35 )
	rom ( name 3cb_v2.rom size 2097152 crc c69a827b )
	rom ( name 3cb_c4.rom size 2097152 crc 4d1ff7b9 )
	rom ( name 3cb_c1.rom size 2097152 crc d290cc33 )
	rom ( name 3cb_p1.rom size 524288 crc eb2714c4 )
	rom ( name 3cb_p2.rom size 524288 crc 5e764567 )
	rom ( name 3cb_c2.rom size 2097152 crc 0b28095d )
	rom ( name 3cb_m1.rom size 131072 crc 3377cda3 )
	rom ( name 3cb_v1.rom size 2097152 crc 63688ce8 )
)

game (
	name 3stooges
	description "3stooges"
	rom ( name drom1 size 8192 crc 87a9fa10 )
	rom ( name gv113fg0 size 8192 crc 95762c53 )
	rom ( name gv113fg1 size 8192 crc fb223854 )
	rom ( name gv113fg2 size 8192 crc 9fa3dfde )
	rom ( name gv113fg3 size 8192 crc 28071212 )
	rom ( name gv113ram.4 size 4096 crc 533bff2a )
	rom ( name gv113rom.0 size 8192 crc ab124329 )
	rom ( name gv113rom.1 size 8192 crc 34ab051e )
	rom ( name gv113rom.2 size 8192 crc b45b2a79 )
	rom ( name gv113rom.3 size 8192 crc b816d8c4 )
	rom ( name gv113rom.4 size 8192 crc 8b6e52b8 )
	rom ( name yrom1 size 8192 crc 55f8ab30 )
	rom ( name yrom2 size 8192 crc 90f9c940 )
)

game (
	name 3wonders
	description "3wonders"
	rom ( name 3wonders.01 size 524288 crc 902489d0 )
	rom ( name 3wonders.02 size 524288 crc e9a034f4 )
	rom ( name 3wonders.03 size 524288 crc e35ce720 )
	rom ( name 3wonders.04 size 524288 crc df0eea8b )
	rom ( name 3wonders.05 size 524288 crc 86aef804 )
	rom ( name 3wonders.06 size 524288 crc 13cb0e7c )
	rom ( name 3wonders.07 size 524288 crc 4f057110 )
	rom ( name 3wonders.08 size 524288 crc 1f055014 )
	rom ( name 3wonders.09 size 65536 crc abfca165 )
	rom ( name 3wonders.18 size 131072 crc 26b211ab )
	rom ( name 3wonders.19 size 131072 crc dbe64ad0 )
	rom ( name 3wonders.28 size 131072 crc 054137c8 )
	rom ( name 3wonders.33 size 131072 crc 7264cb1b )
	rom ( name 3wonders.29 size 131072 crc 37ba3e20 )
	rom ( name 3wonders.30 size 131072 crc 0b156fd8 )
	rom ( name 3wonders.31 size 131072 crc 0e723fcc )
	rom ( name 3wonders.34 size 131072 crc f99f46c0 )
	rom ( name 3wonders.35 size 131072 crc 57350bf4 )
	rom ( name 3wonders.36 size 131072 crc 523a45dc )
)

game (
	name 4dwarrio
	description "4dwarrio"
	rom ( name 4d.04 size 16384 crc 8b7cecef )
	rom ( name 4d.05 size 16384 crc f31a1e6a )
	rom ( name 4d.109 size 16384 crc f1074ec3 )
	rom ( name 4d.110 size 16384 crc 6ec5990a )
	rom ( name 4d.116 size 16384 crc 546d1bc7 )
	rom ( name 4d.117 size 16384 crc 436e4141 )
	rom ( name 4d.120 size 8192 crc 5241c009 )
	rom ( name 4d.61 size 8192 crc 5430e925 )
	rom ( name 4d.62 size 8192 crc f31b2e09 )
	rom ( name 4d.63 size 8192 crc 633232bd )
	rom ( name 4d.64 size 8192 crc 9f442351 )
	rom ( name 4d.65 size 8192 crc e9ba4658 )
	rom ( name 4d.66 size 8192 crc 52bfa2ed )
	rom ( name 4d.96 size 16384 crc 387c1e8f )
)

game (
	name 600
	description "600"
	rom ( name 600_snd.5c size 4096 crc 1773c68e )
	rom ( name 600_snd.5d size 4096 crc a311b998 )
	rom ( name 600_vid.2c size 4096 crc 8ee090ae )
	rom ( name 600_vid.2e size 4096 crc 45bfaff2 )
	rom ( name 600_vid.2f size 4096 crc 9f4c8ed7 )
	rom ( name 600_vid.2h size 4096 crc a92ef056 )
	rom ( name 600_vid.2j size 4096 crc 6dadd72d )
	rom ( name 600_vid.5f size 2048 crc 7dbc0426 )
	rom ( name 600_vid.5h size 2048 crc 006c3d56 )
)

game (
	name 64streej
	description "64streej"
	rom ( name 91105-2.bin size 262144 crc 27c1f436 )
	rom ( name 91105-3.bin size 262144 crc a211a83b )
)

game (
	name 64street
	description "64street"
	rom ( name 64th_01.rom size 524288 crc 06222f90 )
	rom ( name 64th_02.rom size 262144 crc 0621ed1d )
	rom ( name 64th_03.rom size 262144 crc ed6c6942 )
	rom ( name 64th_04.rom size 524288 crc 98f83ef6 )
	rom ( name 64th_05.rom size 524288 crc a89a7020 )
	rom ( name 64th_06.rom size 524288 crc 2bfcdc75 )
	rom ( name 64th_07.rom size 65536 crc 13595d01 )
	rom ( name 64th_08.rom size 65536 crc 632be0c1 )
	rom ( name 64th_09.rom size 131072 crc a4a97db4 )
	rom ( name 64th_10.rom size 262144 crc a3390561 )
	rom ( name 64th_11.rom size 131072 crc b0b8a65c )
)

game (
	name 720
	description "720"
	rom ( name 1101.rom size 65536 crc 2ac77b80 )
	rom ( name 1102.rom size 65536 crc f19c3b06 )
	rom ( name 1103.rom size 65536 crc 78f9ab90 )
	rom ( name 1104.rom size 65536 crc 77ce4a7f )
	rom ( name 1105.rom size 65536 crc bef5a025 )
	rom ( name 1106.rom size 65536 crc 92a159c8 )
	rom ( name 1107.rom size 65536 crc 0a94a3ef )
	rom ( name 1108.rom size 65536 crc 9815eda6 )
	rom ( name 1109.rom size 65536 crc 0a46b693 )
	rom ( name 1110.rom size 65536 crc 457d7e38 )
	rom ( name 1111.rom size 65536 crc ffad0a5b )
	rom ( name 1112.rom size 65536 crc 06664580 )
	rom ( name 1113.rom size 65536 crc 7445dc0f )
	rom ( name 1114.rom size 65536 crc 23eaceb0 )
	rom ( name 1115.rom size 65536 crc 0cc8de53 )
	rom ( name 1116.rom size 65536 crc 2d8f1369 )
	rom ( name 1117.rom size 32768 crc 5a55f149 )
	rom ( name 1118.rom size 32768 crc 9bb2429e )
	rom ( name 1119.rom size 32768 crc 8f7b20e5 )
	rom ( name 1120.rom size 32768 crc 46af6d35 )
	rom ( name 1121.rom size 32768 crc 7adb5f9a )
	rom ( name 1122.rom size 32768 crc 41b60141 )
	rom ( name 1123.rom size 32768 crc 501881d5 )
	rom ( name 1124.rom size 32768 crc 096f2574 )
	rom ( name 1125.rom size 16384 crc 6b7e2328 )
	rom ( name 1129.rom size 65536 crc eabf0b01 )
	rom ( name 1130.rom size 65536 crc 93fba845 )
	rom ( name 1132.rom size 65536 crc a24f333e )
	rom ( name 1133.rom size 65536 crc 53c177be )
	rom ( name 1134.rom size 16384 crc 09a418c2 )
	rom ( name 1135.rom size 16384 crc b1f157d0 )
	rom ( name 1136.rom size 16384 crc dad40e6d )
	rom ( name 3126.rom size 16384 crc 43abd367 )
	rom ( name 3127.rom size 16384 crc 772e1e5b )
	rom ( name 3128.rom size 65536 crc bf6f425b )
	rom ( name 4131.rom size 65536 crc 2ea8a20f )
)

game (
	name 720b
	description "720b"
	rom ( name 2126.7l size 16384 crc d07e731c )
	rom ( name 2127.7n size 16384 crc 2d19116c )
	rom ( name 2128.6f size 65536 crc edad0bc0 )
	rom ( name 3131.6n size 65536 crc 704dc925 )
)

game (
	name 800fath
	description "800fath"
	rom ( name tu1.2h size 4096 crc 5dd3d42f )
	rom ( name tu5.2p size 4096 crc f864a8a6 )
)

game (
	name 88games
	description "88games"
	rom ( name 861.g3 size 256 crc 429785db )
	rom ( name 861a04.a size 65536 crc 092a8b15 )
	rom ( name 861a04.b size 65536 crc 75744b56 )
	rom ( name 861a04.c size 65536 crc a00021c5 )
	rom ( name 861a04.d size 65536 crc d208304c )
	rom ( name 861a05.a size 65536 crc cedc19d0 )
	rom ( name 861a05.b size 65536 crc db2a8808 )
	rom ( name 861a05.c size 65536 crc cf03c449 )
	rom ( name 861a05.d size 65536 crc 97d78c77 )
	rom ( name 861a05.e size 65536 crc 725af3fc )
	rom ( name 861a05.f size 65536 crc 32d830ca )
	rom ( name 861a05.g size 65536 crc fd51c4ea )
	rom ( name 861a05.h size 65536 crc 60d0c8a5 )
	rom ( name 861a06.a size 65536 crc 85e2e30e )
	rom ( name 861a06.b size 65536 crc ce17eaf0 )
	rom ( name 861a06.c size 65536 crc a568b34e )
	rom ( name 861a06.d size 65536 crc bc70ab39 )
	rom ( name 861a06.e size 65536 crc 6f96651c )
	rom ( name 861a06.f size 65536 crc 88310bf3 )
	rom ( name 861a06.g size 65536 crc 4a55beb3 )
	rom ( name 861a06.h size 65536 crc d906b79b )
	rom ( name 861a07.a size 65536 crc 5d035d69 )
	rom ( name 861a07.b size 65536 crc 6337dd91 )
	rom ( name 861a07.c size 65536 crc 5067a38b )
	rom ( name 861a07.d size 65536 crc 86731451 )
	rom ( name 861a08.a size 65536 crc 77a00dd6 )
	rom ( name 861a08.b size 65536 crc 28a8304f )
	rom ( name 861a08.c size 65536 crc b422edfc )
	rom ( name 861a08.d size 65536 crc e01a3802 )
	rom ( name 861a09.a size 65536 crc df8917b6 )
	rom ( name 861a09.b size 65536 crc 4917158d )
	rom ( name 861a09.c size 65536 crc f577b88f )
	rom ( name 861a09.d size 65536 crc 2bb3282c )
	rom ( name 861d01.d9 size 32768 crc 0ff1dec0 )
	rom ( name 861m01.k18 size 32768 crc 4a4e2959 )
	rom ( name 861m02.k16 size 65536 crc e19f15f6 )
)

game (
	name 99lstwar
	description "99lstwar"
	rom ( name repulse.b4 size 8192 crc 86b267f3 )
	rom ( name 1999.4a size 4096 crc 49a2383e )
	rom ( name 1999.4f size 8192 crc e3cfc09f )
	rom ( name 1999.4h size 8192 crc fd58c6e1 )
)

game (
	name 99lstwra
	description "99lstwra"
	rom ( name repulse.b4 size 8192 crc 86b267f3 )
	rom ( name 1999.4a size 4096 crc 49a2383e )
	rom ( name 11h.bin size 8192 crc e4f29fc0 )
	rom ( name 4h.bin size 8192 crc 5b79c342 )
	rom ( name 4f.bin size 8192 crc efe2908d )
	rom ( name 2j.bin size 8192 crc 16879c4c )
	rom ( name 2h.bin size 8192 crc 24dbddc3 )
	rom ( name 10a.bin size 16384 crc f07de4fa )
	rom ( name 6a.bin size 16384 crc 98d44410 )
	rom ( name 8a.bin size 16384 crc 81018101 )
	rom ( name 9a.bin size 16384 crc 347b91fd )
	rom ( name 4j.bin size 8192 crc d2a62c1b )
	rom ( name 2f.bin size 8192 crc cb9d8291 )
	rom ( name 10h.bin size 8192 crc dfbf0280 )
	rom ( name 11a.bin size 16384 crc 34a04f48 )
	rom ( name 7a.bin size 16384 crc 4c54d281 )
	rom ( name 9h.bin size 8192 crc 59993c27 )
)

game (
	name aafb
	description "aafb"
	rom ( name 15603-01.u4t size 65536 crc cdc9c09d )
	rom ( name 15604-01.u5t size 65536 crc 3c03e92e )
	rom ( name 15605-01.u6t size 65536 crc cdf7d19c )
	rom ( name 15606-01.u7t size 65536 crc 8eeb007c )
	rom ( name 24000-02.u3 size 8192 crc 52df0354 )
	rom ( name 24001-02.u2t size 65536 crc 9b20697d )
	rom ( name 24002-02.u3t size 65536 crc bbb92184 )
	rom ( name 24002-02.u8t size 65536 crc 3d9747c9 )
	rom ( name 24004-02.u67 size 16384 crc cd7a3338 )
	rom ( name 24005-02.u68 size 16384 crc 8ea75319 )
	rom ( name 24006-01.u69 size 16384 crc 6a576aa9 )
	rom ( name 24007-01.u70 size 16384 crc 40e46aa4 )
	rom ( name 24008-01.u90 size 16384 crc 4538bc58 )
	rom ( name 24009-02.u91 size 16384 crc b857a1ad )
	rom ( name 24010-01.u92 size 16384 crc 78705f42 )
	rom ( name 24016-01.u13 size 65536 crc 6997025f )
	rom ( name 24017-01.u14 size 65536 crc a48bd721 )
	rom ( name 24018-01.u15 size 65536 crc 76eb6077 )
	rom ( name 24019-01.u25 size 65536 crc 9e344768 )
	rom ( name 24020-01.u26 size 65536 crc 0788f2a5 )
	rom ( name 24021-01.u27 size 65536 crc 94081899 )
	rom ( name aafbu58t.bin size 65536 crc fa75a4a0 )
	rom ( name aafbu59t.bin size 65536 crc ab6a606f )
)

game (
	name aafbb
	description "aafbb"
	rom ( name 24014-02.u58 size 65536 crc 5db4a3d0 )
	rom ( name 24021-01.u27 size 65536 crc 94081899 )
	rom ( name 24020-01.u26 size 65536 crc 0788f2a5 )
	rom ( name 24019-01.u25 size 65536 crc 9e344768 )
	rom ( name 24018-01.u15 size 65536 crc 76eb6077 )
	rom ( name 24017-01.u14 size 65536 crc a48bd721 )
	rom ( name 24016-01.u13 size 65536 crc 6997025f )
	rom ( name 24010-01.u92 size 16384 crc 78705f42 )
	rom ( name 24009-02.u91 size 16384 crc b857a1ad )
	rom ( name 24008-01.u90 size 16384 crc 4538bc58 )
	rom ( name 24007-01.u70 size 16384 crc 40e46aa4 )
	rom ( name 24006-01.u69 size 16384 crc 6a576aa9 )
	rom ( name 24005-02.u68 size 16384 crc 8ea75319 )
	rom ( name 24004-02.u67 size 16384 crc cd7a3338 )
	rom ( name 24002-02.u8t size 65536 crc 3d9747c9 )
	rom ( name 24002-02.u3t size 65536 crc bbb92184 )
	rom ( name 24001-02.u2t size 65536 crc 9b20697d )
	rom ( name 24000-02.u3 size 8192 crc 52df0354 )
	rom ( name 15606-01.u7t size 65536 crc 8eeb007c )
	rom ( name 15605-01.u6t size 65536 crc cdf7d19c )
	rom ( name 15604-01.u5t size 65536 crc 3c03e92e )
	rom ( name 15603-01.u4t size 65536 crc cdc9c09d )
	rom ( name 24011-02.u93 size 32768 crc 71f4425b )
	rom ( name 24012-02.u94 size 32768 crc b2499547 )
	rom ( name 24013-02.u95 size 32768 crc 0a604e0d )
)

game (
	name aafbd2p
	description "aafbd2p"
	rom ( name 26000-01.u3 size 8192 crc 98c06c63 )
	rom ( name 26001-01.2t size 65536 crc f118b9b4 )
	rom ( name 26014-01.58t size 65536 crc 79fd14cd )
	rom ( name 26015-01.59t size 65536 crc 3b0382f0 )
	rom ( name 24021-01.u27 size 65536 crc 94081899 )
	rom ( name 24020-01.u26 size 65536 crc 0788f2a5 )
	rom ( name 24019-01.u25 size 65536 crc 9e344768 )
	rom ( name 24018-01.u15 size 65536 crc 76eb6077 )
	rom ( name 24017-01.u14 size 65536 crc a48bd721 )
	rom ( name 24016-01.u13 size 65536 crc 6997025f )
	rom ( name 24010-01.u92 size 16384 crc 78705f42 )
	rom ( name 24009-02.u91 size 16384 crc b857a1ad )
	rom ( name 24008-01.u90 size 16384 crc 4538bc58 )
	rom ( name 24007-01.u70 size 16384 crc 40e46aa4 )
	rom ( name 24006-01.u69 size 16384 crc 6a576aa9 )
	rom ( name 24005-02.u68 size 16384 crc 8ea75319 )
	rom ( name 24004-02.u67 size 16384 crc cd7a3338 )
	rom ( name 24002-02.u8t size 65536 crc 3d9747c9 )
	rom ( name 24002-02.u3t size 65536 crc bbb92184 )
	rom ( name 15606-01.u7t size 65536 crc 8eeb007c )
	rom ( name 15605-01.u6t size 65536 crc cdf7d19c )
	rom ( name 15604-01.u5t size 65536 crc 3c03e92e )
	rom ( name 15603-01.u4t size 65536 crc cdc9c09d )
	rom ( name 24011-02.u93 size 32768 crc 71f4425b )
	rom ( name 24012-02.u94 size 32768 crc b2499547 )
	rom ( name 24013-02.u95 size 32768 crc 0a604e0d )
)

game (
	name abaseb
	description "abaseb"
	rom ( name 034708.n7 size 512 crc 8a0f971b )
	rom ( name 034709.c5 size 512 crc 021d1067 )
	rom ( name 034710.d5 size 1024 crc 31275d86 )
	rom ( name 34735-01.p1 size 2048 crc 54854d7c )
	rom ( name 34736-01.n1 size 2048 crc af444eb0 )
	rom ( name 34737-03.m1 size 2048 crc 7250863f )
	rom ( name 34738-01.n0 size 2048 crc edcfffe8 )
)

game (
	name abaseb2
	description "abaseb2"
	rom ( name 034711.k1 size 1024 crc fab61782 )
	rom ( name 034712.k0 size 1024 crc 0e368e1a )
	rom ( name 034713.f1 size 1024 crc 0c67c48d )
	rom ( name 034714.f0 size 1024 crc 920979ea )
	rom ( name 034715.j1 size 1024 crc accb96f5 )
	rom ( name 034716.j0 size 1024 crc d5622749 )
	rom ( name 034717.e1 size 1024 crc c941f64b )
	rom ( name 034718.e0 size 1024 crc 3fe7dc1c )
	rom ( name 034719.h1 size 1024 crc 85046ee5 )
	rom ( name 034720.h0 size 1024 crc 37c5f149 )
	rom ( name 034721.d1 size 1024 crc 1a0541f2 )
	rom ( name 034722.d0 size 1024 crc f9c1174e )
	rom ( name 034723.m0 size 1024 crc 5eb1597f )
	rom ( name 034724.l0 size 1024 crc ecd18ed2 )
	rom ( name 034725.c0 size 1024 crc 95912c58 )
	rom ( name 034726.b0 size 1024 crc 1f8d506c )
)

game (
	name actfanc1
	description "actfanc1"
	rom ( name 08-1 size 65536 crc 3bf214a4 )
	rom ( name 09-1 size 65536 crc 13ae78d5 )
)

game (
	name actfancj
	description "actfancj"
	rom ( name fd08-1.bin size 65536 crc 69004b60 )
	rom ( name fd09-1.bin size 65536 crc a455ae3e )
)

game (
	name actfancr
	description "actfancr"
	rom ( name 00 size 65536 crc d50a9550 )
	rom ( name 01 size 32768 crc 34935e93 )
	rom ( name 02 size 65536 crc b1db0efc )
	rom ( name 03 size 32768 crc f313e04f )
	rom ( name 04 size 65536 crc bcf41795 )
	rom ( name 05 size 32768 crc d38b94aa )
	rom ( name 06 size 65536 crc 8cb6dd87 )
	rom ( name 07 size 32768 crc dd345def )
	rom ( name 10 size 65536 crc cabad137 )
	rom ( name 11 size 65536 crc 1f006d9f )
	rom ( name 12 size 65536 crc 08787b7a )
	rom ( name 13 size 65536 crc c30c37dc )
	rom ( name 14 size 65536 crc d6457420 )
	rom ( name 15 size 65536 crc a1baf21e )
	rom ( name 16 size 65536 crc 22e64730 )
	rom ( name 17-1 size 32768 crc 289ad106 )
	rom ( name 18 size 65536 crc 5c55b242 )
	rom ( name fe08-2.bin size 65536 crc 0d36fbfa )
